Algeria, 21605, 1812.44
Benin, 20445, 1847.26
Ukraine, 22417, 1168.30
Congo, 39269, 1511.12
Aruba, 446, 1332.78
Armenia, 8585, 1386.09
Japan, 48163, 930.00
San Marino, 17866, 1463.92
Burkina, 46819, 1292.56
Liberia, 39153, 995.59
Myanmar, 22498, 919.36
Ukraine, 44371, 323.99
Algeria, 49585, 852.90
Slovakia, 3938, 1003.80
Azerbaijan, 6811, 1613.59
Nicaragua, 13080, 249.24
Iceland, 7060, 1301.51
Slovakia, 17430, 1900.64
Guinea-Bissau, 33821, 367.98
Burkina, 2896, 1094.27
Algeria, 47466, 1998.81
Slovakia, 13592, 599.75
Indonesia, 28963, 1519.62
Bangladesh, 23666, 1291.61
Tajikistan, 34645, 1741.65
Comoros, 46376, 1804.02
Israel, 18443, 374.95
South Africa, 35973, 786.47
Belarus, 27842, 1090.33
France, 34924, 471.54
Nicaragua, 47959, 1782.78
Mongolia, 33838, 1084.63
Azerbaijan, 8403, 1452.76
Ethiopia, 35826, 1511.48
Yemen, 510, 326.09
Nepal, 37489, 1038.43
Guinea-Bissau, 32931, 132.54
Cuba, 43000, 332.73
Uruguay, 12146, 1221.53
Kosovo, 22638, 1700.90
Barbados, 46420, 1055.85
Israel, 34493, 1843.13
Ethiopia, 42447, 107.54
Russian Federation, 48771, 353.91
Uruguay, 15499, 1213.82
Slovenia, 9470, 1762.59
Bangladesh, 32054, 1757.04
Congo, 27643, 325.02
Moldova, 14635, 21.34
Mongolia, 27993, 918.69
Australia, 5193, 1700.08
Ethiopia, 37999, 473.47
Azerbaijan, 9584, 532.58
Benin, 14355, 1154.47
Serbia, 44131, 559.30
France, 7289, 1192.11
Antigua & Deps, 2008, 1723.08
Ukraine, 17971, 1412.38
Australia, 44289, 1701.61
Russian Federation, 16164, 1116.79
France, 36555, 964.56
Afghanistan, 43064, 187.16
Armenia, 2767, 1103.72
Yemen, 42661, 548.66
Slovakia, 35806, 1209.64
Algeria, 37982, 1092.77
Nicaragua, 18568, 736.74
Nepal, 2610, 555.84
Comoros, 36023, 1298.26
Taiwan, 1388, 1288.61
Congo, 37511, 1836.03
Kosovo, 8152, 1643.30
Comoros, 16712, 1795.64
Marshall Islands, 8250, 1936.33
Uruguay, 3252, 1733.40
Congo, 30009, 368.47
Belarus, 6850, 299.97
Cuba, 14420, 765.21
Bhutan, 38632, 880.74
Afghanistan, 34257, 199.76
Angola, 7061, 1530.96
Afghanistan, 10130, 1821.37
Algeria, 34900, 544.62
Madagascar, 8815, 319.39
Marshall Islands, 47433, 1171.12
Cuba, 11937, 1118.51
Congo, 26597, 1538.66
Burkina, 12554, 940.11
Albania, 23127, 125.09
Tajikistan, 10107, 1094.70
Yemen, 20413, 442.07
Austria, 39688, 145.45
Bahrain, 11839, 1022.27
India, 24582, 830.33
Brazil, 28037, 1833.01
Marshall Islands, 14815, 910.13
Marshall Islands, 10315, 1335.90
Australia, 26159, 1597.94
Tajikistan, 35336, 904.33
Spain, 20709, 1346.63
Iceland, 7054, 1330.57
Trinidad & Tobago, 18428, 1506.74
Benin, 29440, 1284.91
Bhutan, 42684, 64.18
Liberia, 39334, 858.21
Bhutan, 43072, 160.35
Indonesia, 18307, 689.53
Bangladesh, 39939, 608.91
Barbados, 49546, 584.56
Benin, 9638, 1647.60
Mongolia, 13451, 1108.26
Russian Federation, 478, 1898.79
Gambia, 24669, 1559.30
Tajikistan, 10174, 1926.89
Germany, 6612, 215.19
Kuwait, 10653, 1044.83
Antigua & Deps, 31303, 443.85
Mongolia, 39038, 1975.08
Argentina, 46978, 1050.61
Madagascar, 28196, 1997.75
Iceland, 22784, 1865.34
Albania, 35804, 976.54
Vanuatu, 28102, 1848.39
Japan, 20972, 1184.07
Serbia, 48574, 1609.66
Madagascar, 29099, 1798.68
Congo, 43203, 1925.53
Spain, 16916, 1125.82
Benin, 42160, 1007.42
Italy, 44596, 25.06
Oman, 27414, 784.08
Slovakia, 6147, 990.69
Chile, 22576, 1825.04
Austria, 39707, 836.87
Vanuatu, 16280, 716.10
Cuba, 37204, 1088.38
Aruba, 18654, 152.85
China, 16885, 1496.52
Eswatini, 21505, 39.54
Aruba, 31598, 1822.07
Albania, 23117, 157.60
Mongolia, 37558, 871.18
Madagascar, 39630, 407.16
Gambia, 45061, 877.58
Colombia, 5247, 995.24
Ethiopia, 4836, 1787.12
Slovakia, 49254, 282.24
Canada, 28272, 379.15
Liberia, 22980, 358.10
Nicaragua, 29426, 267.02
Guinea-Bissau, 916, 836.14
Austria, 36801, 943.67
Comoros, 25936, 1307.72
Congo, 2190, 309.18
Azerbaijan, 20653, 841.98
Serbia, 43548, 441.70
Serbia, 48790, 314.61
Chile, 43706, 1473.15
Djibouti, 7362, 603.33
Georgia, 40299, 1732.18
Antigua & Deps, 43891, 1751.80
Taiwan, 4309, 369.58
France, 12024, 1844.68
Trinidad & Tobago, 16907, 1730.02
Albania, 13500, 1997.08
Cuba, 40609, 245.65
Austria, 21216, 1698.29
Uruguay, 43762, 1694.24
Angola, 28936, 160.23
Guatemala, 18766, 729.80
Colombia, 12951, 1298.86
Australia, 36923, 1191.70
Vietnam, 48857, 1026.29
Slovenia, 13358, 510.21
South Africa, 7348, 974.81
Congo, 4572, 949.32
Russian Federation, 20378, 517.34
South Africa, 6671, 1118.90
Ukraine, 12774, 1351.01
Oman, 10555, 1442.86
Benin, 26501, 1619.77
Djibouti, 10405, 1450.38
France, 36754, 1106.74
Liberia, 44338, 473.55
Bhutan, 48316, 1533.20
Barbados, 5494, 58.73
Benin, 38045, 586.74
Vietnam, 21182, 863.80
Serbia, 21109, 70.29
Angola, 18350, 1198.41
Guinea-Bissau, 27192, 1127.58
China, 24496, 1708.42
Congo, 11956, 1745.15
South Africa, 45832, 1152.92
Indonesia, 22341, 1939.40
Taiwan, 8668, 345.37
Congo, 38825, 1578.94
Iraq, 23563, 938.46
Madagascar, 25823, 1149.07
Myanmar, 42160, 358.21
Congo, 37164, 1895.51
Angola, 34655, 135.16
Guinea-Bissau, 35454, 1707.75
China, 20225, 1451.85
Tajikistan, 30815, 1409.28
Austria, 30262, 1135.27
Chile, 18057, 1034.24
Gambia, 45778, 62.33
Nepal, 26828, 604.92
Iraq, 37605, 402.12
Bahamas, 46939, 833.38
Moldova, 2336, 1761.54
France, 30628, 618.24
Benin, 5626, 935.33
San Marino, 12592, 1542.71
Liberia, 19450, 808.18
Dominica, 23617, 503.26
Liberia, 43167, 38.78
Bhutan, 39122, 14.03
Madagascar, 45677, 458.81
Liberia, 39809, 1750.58
San Marino, 45095, 1756.05
Liberia, 39393, 234.40
Burkina, 43888, 1370.21
Bulgaria, 43759, 737.29
Burkina, 15771, 1698.06
Russian Federation, 20502, 1028.78
Japan, 26708, 416.28
Bulgaria, 47309, 967.24
Aruba, 15031, 1383.50
Japan, 46924, 1552.25
Georgia, 23396, 363.88
Congo, 19072, 1065.83
Benin, 11101, 1070.87
Bhutan, 43728, 274.21
Denmark, 30270, 751.47
Colombia, 47842, 1052.60
Algeria, 38251, 339.40
Mongolia, 38459, 1239.69
Vietnam, 1767, 1123.23
South Africa, 30412, 502.82
Yemen, 20621, 683.53
Benin, 19540, 1693.80
Djibouti, 14224, 346.90
Cuba, 33381, 1510.75
Bhutan, 27106, 48.25
Cuba, 23760, 1318.00
Canada, 29097, 1587.06
Cuba, 12196, 803.54
Albania, 32558, 357.43
Antigua & Deps, 49080, 274.05
Burkina, 31054, 1149.40
France, 38454, 933.72
Cuba, 36875, 1741.78
Brazil, 49278, 1892.44
Bangladesh, 40368, 1137.97
Armenia, 26158, 553.10
Bulgaria, 44665, 379.79
Yemen, 38576, 136.10
Bangladesh, 18279, 627.46
Comoros, 3799, 590.85
Vanuatu, 48765, 1907.47
Gambia, 6452, 322.60
Azerbaijan, 34884, 1360.89
Germany, 17822, 1168.25
Burkina, 20940, 851.00
Canada, 38748, 1704.72
Djibouti, 1818, 1210.59
France, 17155, 1982.02
Bulgaria, 6601, 241.26
Guatemala, 13805, 539.28
Djibouti, 40177, 1026.05
Gambia, 17043, 141.14
Congo, 12398, 421.11
Australia, 24359, 1997.24
Israel, 1901, 1474.68
Liberia, 33190, 1673.70
Bahrain, 24992, 874.40
Tajikistan, 3380, 150.45
Djibouti, 13397, 785.91
Bulgaria, 33396, 459.05
South Africa, 28087, 918.30
Trinidad & Tobago, 9965, 1314.48
Myanmar, 8096, 1310.12
Aruba, 7192, 210.14
Brazil, 3862, 176.26
Trinidad & Tobago, 4819, 1072.79
South Africa, 38650, 1437.39
Nepal, 13491, 1446.25
Azerbaijan, 3130, 665.77
Ukraine, 18764, 1733.30
Guatemala, 27540, 490.65
Argentina, 30884, 323.89
Guinea-Bissau, 37849, 634.30
Benin, 42011, 1225.49
Azerbaijan, 15523, 363.70
Comoros, 8865, 777.86
Comoros, 25768, 472.81
South Africa, 45099, 1169.55
Moldova, 36771, 293.81
Brazil, 16899, 472.98
Gambia, 46729, 1644.13
Nepal, 14051, 1018.71
Afghanistan, 15617, 1191.51
Armenia, 36760, 53.47
Taiwan, 38397, 1825.74
Albania, 19327, 1119.00
Moldova, 18596, 899.85
Algeria, 40954, 265.03
Canada, 41970, 951.02
Italy, 45875, 1183.91
Marshall Islands, 4392, 225.45
Brazil, 40915, 1357.98
Gambia, 13852, 1117.35
Brazil, 12722, 762.22
Denmark, 17920, 1047.48
Mongolia, 504, 399.14
India, 31644, 717.69
Nepal, 46443, 479.51
Guatemala, 13038, 1021.64
Iceland, 21928, 1835.35
Ethiopia, 4595, 1010.44
Guinea-Bissau, 49474, 887.16
Yemen, 9629, 508.98
Costa Rica, 44068, 614.03
Japan, 33355, 406.82
Barbados, 43713, 617.34
Slovenia, 11181, 1992.44
Serbia, 8389, 981.35
Costa Rica, 38084, 759.03
Bulgaria, 26279, 588.79
South Africa, 12637, 1164.66
Cuba, 30707, 1332.29
Slovenia, 6632, 1469.52
Bahrain, 48082, 518.31
Austria, 45789, 942.69
Germany, 32077, 340.99
Comoros, 24768, 371.52
Georgia, 12427, 705.16
Chile, 20671, 285.90
Guinea-Bissau, 23006, 1378.95
Trinidad & Tobago, 11839, 1387.86
Congo, 20394, 949.65
Ukraine, 1965, 357.71
Ukraine, 37091, 1737.17
Taiwan, 11492, 920.96
Angola, 15134, 330.11
Serbia, 23665, 1836.50
Antigua & Deps, 49006, 882.61
Bahrain, 33708, 1708.70
Vietnam, 13592, 975.49
Nicaragua, 30389, 224.86
Colombia, 12595, 1081.53
Nepal, 48371, 610.09
Ethiopia, 3642, 272.69
Indonesia, 4899, 457.94
Vietnam, 3119, 880.68
Ethiopia, 29823, 1179.22
Myanmar, 9941, 796.50
Bahrain, 45140, 1940.39
Kuwait, 10814, 662.66
Armenia, 30108, 1290.53
Bhutan, 38132, 1566.95
Israel, 2789, 888.40
Denmark, 35175, 280.51
Gambia, 39106, 1064.87
Costa Rica, 28164, 982.33
Kosovo, 12042, 1761.85
Argentina, 6630, 1871.80
Gambia, 36468, 1388.85
Japan, 20603, 89.56
Oman, 33357, 772.77
Afghanistan, 30869, 932.13
Canada, 16507, 1233.61
Nepal, 45416, 448.31
Afghanistan, 33595, 1789.77
Canada, 12597, 676.98
Ukraine, 10141, 1411.94
Marshall Islands, 43399, 544.60
Madagascar, 49520, 605.88
Burkina, 49341, 231.11
Bulgaria, 43174, 1409.71
Australia, 19798, 1587.44
Denmark, 16062, 760.60
Costa Rica, 46196, 1885.60
Guinea-Bissau, 13624, 1624.05
Burkina, 14111, 593.15
Azerbaijan, 35253, 1709.52
Oman, 13351, 1912.04
Aruba, 10158, 363.05
Brazil, 26143, 1329.20
Colombia, 4411, 863.46
Algeria, 27773, 537.43
Slovenia, 203, 1056.70
Denmark, 10793, 978.52
Cuba, 20451, 1309.90
South Africa, 36410, 1767.76
Barbados, 21182, 645.30
Comoros, 30490, 394.57
San Marino, 47669, 1155.45
Gambia, 41469, 1292.05
Austria, 40464, 586.59
Benin, 8748, 571.34
Bulgaria, 36206, 1303.57
Costa Rica, 18875, 1781.40
Azerbaijan, 14257, 1333.84
Uruguay, 36666, 1070.34
Indonesia, 22678, 372.08
Liberia, 9211, 1340.54
Mongolia, 21614, 1704.11
Cuba, 3962, 1886.06
Russian Federation, 26559, 468.06
Marshall Islands, 8867, 1924.02
Bhutan, 2652, 685.15
Oman, 5850, 988.81
Canada, 43768, 39.41
Nepal, 2666, 753.14
Japan, 44819, 330.00
Ukraine, 45230, 1747.15
Djibouti, 13835, 1312.91
Madagascar, 30290, 306.16
Denmark, 49632, 1855.97
Russian Federation, 14906, 895.23
India, 29041, 432.53
Iraq, 45084, 1900.93
Azerbaijan, 9712, 1508.64
Madagascar, 21531, 933.69
Barbados, 22409, 559.59
Germany, 48221, 1733.52
Russian Federation, 39974, 1469.10
Slovakia, 8333, 1344.56
Vietnam, 36881, 1817.13
Marshall Islands, 24186, 1228.34
Russian Federation, 28320, 671.72
Djibouti, 15654, 1072.14
Comoros, 35150, 1910.94
Azerbaijan, 11917, 1934.76
Cuba, 21043, 1506.73
Aruba, 35249, 543.83
Ukraine, 19143, 816.43
San Marino, 12958, 1213.22
Argentina, 7385, 162.93
Russian Federation, 8642, 336.89
Myanmar, 9882, 1784.73
Bangladesh, 28372, 569.22
Denmark, 3071, 587.61
Argentina, 12891, 72.58
Angola, 34477, 1295.83
Kuwait, 47955, 128.08
Moldova, 30948, 1642.62
Iceland, 14377, 1518.45
Guinea-Bissau, 37143, 1151.29
Austria, 31931, 131.07
Bhutan, 10801, 1341.58
Cuba, 44327, 1684.54
Kuwait, 35676, 1257.37
Ukraine, 21531, 460.75
Israel, 21482, 1311.24
Colombia, 5929, 1842.44
Australia, 12118, 912.76
Algeria, 2059, 491.79
Burkina, 8713, 1389.97
Belarus, 17013, 715.65
Dominica, 1963, 831.55
Germany, 36297, 569.15
Colombia, 6594, 1180.93
Iceland, 27408, 1779.28
Tajikistan, 49646, 1222.00
Ukraine, 586, 277.82
Taiwan, 11622, 1476.00
Oman, 49787, 600.65
Argentina, 15169, 958.05
Ethiopia, 11467, 709.97
Nicaragua, 9332, 661.67
Georgia, 20632, 1754.02
Guinea-Bissau, 40041, 1445.53
Slovakia, 46526, 1911.05
Bangladesh, 29378, 953.55
Ethiopia, 25561, 352.28
Djibouti, 28418, 231.66
Belarus, 40571, 1511.42
India, 9722, 1843.41
Brazil, 42502, 1586.43
Aruba, 32472, 741.59
Bhutan, 3143, 1001.61
Slovenia, 30337, 658.97
Albania, 8440, 673.22
Oman, 25061, 327.19
Kosovo, 18362, 435.11
Belarus, 34517, 1189.56
Ukraine, 6008, 113.71
Benin, 27713, 1297.67
Belarus, 40478, 919.89
Brazil, 9578, 1415.83
Slovakia, 37252, 1077.71
Nicaragua, 42602, 1839.00
Iraq, 33292, 841.39
China, 36002, 1967.37
South Africa, 3499, 94.68
Cuba, 15433, 418.36
Bhutan, 13887, 1942.87
Afghanistan, 1178, 736.17
San Marino, 36347, 1436.43
Spain, 24502, 1096.62
Bahrain, 17747, 517.56
Costa Rica, 8039, 1323.51
Eswatini, 11717, 84.85
Tajikistan, 11604, 1201.04
Italy, 6129, 1769.03
Iceland, 3810, 603.89
Georgia, 32718, 346.53
Russian Federation, 496, 1466.92
Ethiopia, 1590, 386.89
Kuwait, 11061, 1271.09
Taiwan, 37681, 1036.66
Aruba, 16478, 1458.50
Comoros, 25100, 696.47
Madagascar, 12197, 1447.58
Georgia, 12671, 1063.21
Georgia, 34203, 270.74
Mongolia, 16876, 1442.89
Mongolia, 42746, 689.94
Angola, 41122, 1163.12
Italy, 24787, 1574.51
Liberia, 46874, 1213.29
Guinea-Bissau, 13660, 1025.98
Bahrain, 48543, 1478.56
Congo, 24262, 22.66
Bangladesh, 42698, 69.40
Bulgaria, 43524, 1747.92
Ukraine, 49965, 919.79
Nepal, 9504, 137.69
Gambia, 10932, 1054.24
Angola, 36775, 1396.75
Comoros, 40893, 1042.77
Nicaragua, 36933, 424.07
Bangladesh, 26301, 1789.41
Azerbaijan, 8916, 1450.46
Colombia, 6389, 1242.08
Belarus, 23139, 1530.03
Antigua & Deps, 18546, 679.54
Georgia, 9804, 1003.77
San Marino, 16419, 1962.46
Guinea-Bissau, 21267, 53.94
France, 14201, 758.03
Belarus, 32884, 358.30
Cuba, 2132, 527.99
Spain, 44934, 819.82
Gambia, 23219, 374.28
Bahamas, 41588, 538.67
Canada, 32369, 383.96
Aruba, 5985, 1992.88
Benin, 45544, 920.29
Bahamas, 18821, 958.04
Israel, 41068, 1595.71
Bahrain, 43615, 798.30
Gambia, 1051, 11.91
Guatemala, 13540, 185.58
Moldova, 26888, 1434.95
Madagascar, 44299, 520.42
Vanuatu, 4954, 892.81
Moldova, 31598, 400.31
Nepal, 24669, 1231.72
Albania, 49534, 1564.68
Dominica, 18396, 346.63
Marshall Islands, 25762, 664.08
Moldova, 12256, 1837.82
Kosovo, 18648, 1941.25
Germany, 47709, 1055.39
Chile, 41074, 416.83
Bhutan, 4806, 189.95
France, 29334, 237.25
Angola, 6919, 1186.36
Liberia, 38615, 595.50
Benin, 2269, 1077.59
Ethiopia, 30727, 1820.96
Comoros, 47512, 1720.65
Eswatini, 12579, 1366.67
Armenia, 27255, 1556.66
Azerbaijan, 16480, 165.34
Italy, 33423, 531.34
Yemen, 34615, 175.52
Myanmar, 25839, 1319.87
Guinea-Bissau, 42255, 570.48
Armenia, 25125, 212.27
Oman, 41825, 1311.39
Bhutan, 11219, 1824.87
Belarus, 38112, 173.82
Burkina, 33195, 1783.28
Colombia, 6061, 1292.50
Moldova, 30095, 1583.86
Georgia, 40392, 1817.25
South Africa, 657, 1961.12
Yemen, 31479, 663.33
Marshall Islands, 45647, 796.20
Taiwan, 25729, 86.85
Algeria, 12837, 463.96
Nicaragua, 34026, 1224.25
Iceland, 1346, 419.01
Bahamas, 43987, 1125.14
Kuwait, 12581, 32.24
Argentina, 47031, 1442.98
Madagascar, 37896, 1775.07
Vanuatu, 47569, 103.37
Benin, 17065, 560.25
Mongolia, 36138, 1122.99
Russian Federation, 43593, 628.55
Israel, 38662, 1797.61
Chile, 41203, 517.64
Afghanistan, 17779, 1573.53
Guatemala, 7720, 802.03
India, 38424, 1813.15
Nicaragua, 47842, 265.99
Nicaragua, 3590, 968.89
Russian Federation, 13973, 1542.26
China, 17082, 137.89
Spain, 29885, 199.18
Japan, 3148, 533.01
Denmark, 11558, 1942.52
Serbia, 31897, 1733.15
Kuwait, 18956, 1118.14
Australia, 3704, 674.48
Nicaragua, 8311, 1725.87
Liberia, 23162, 897.78
Iceland, 31704, 1238.74
Uruguay, 49684, 901.05
Aruba, 8956, 740.31
Japan, 1194, 565.94
Yemen, 4976, 1922.42
Serbia, 27372, 776.25
Albania, 23811, 909.22
Liberia, 10891, 134.58
Yemen, 19078, 952.58
Indonesia, 14916, 244.12
Bangladesh, 46408, 91.98
Serbia, 27320, 1335.63
Nicaragua, 38940, 1671.35
Afghanistan, 5793, 1283.02
France, 33047, 1924.45
Denmark, 31451, 1100.06
Comoros, 3979, 1256.90
Aruba, 40996, 124.99
Georgia, 26525, 441.89
Djibouti, 47303, 739.73
Madagascar, 28144, 719.48
Bhutan, 930, 168.75
Georgia, 38703, 501.94
Brazil, 45473, 433.66
Myanmar, 22888, 1383.86
Dominica, 16386, 1280.30
Belarus, 38500, 179.32
Afghanistan, 12600, 1032.05
China, 21283, 645.54
Bahrain, 40839, 1917.03
Benin, 18084, 1065.60
Slovakia, 24695, 105.90
Cuba, 46144, 1150.92
Nepal, 9581, 594.03
Madagascar, 32804, 1825.64
Aruba, 9466, 959.48
Slovakia, 29931, 270.95
Myanmar, 32302, 702.76
Kuwait, 30747, 247.17
Germany, 825, 1445.85
Canada, 36668, 371.86
Mongolia, 29984, 378.61
Moldova, 27697, 509.25
Brazil, 34679, 88.59
Japan, 24711, 227.55
Bahrain, 14232, 539.21
Madagascar, 40472, 904.18
Algeria, 36455, 1571.16
Benin, 37493, 1100.19
France, 44345, 861.83
Slovenia, 46702, 583.71
Vietnam, 34484, 1687.76
Marshall Islands, 17021, 999.72
Angola, 13860, 1697.61
Russian Federation, 2515, 1625.26
Kosovo, 2826, 1712.86
Brazil, 23818, 354.89
Uruguay, 45562, 890.80
Comoros, 34510, 532.95
Marshall Islands, 45943, 1669.46
Japan, 8810, 10.29
Slovenia, 172, 1076.21
Ukraine, 17232, 1857.97
Brazil, 29759, 83.93
Oman, 1433, 1340.79
Albania, 7083, 740.10
Cuba, 18320, 1213.47
Spain, 49978, 1886.92
Yemen, 1541, 1700.97
Marshall Islands, 23464, 253.52
Austria, 41286, 1503.69
Slovenia, 14111, 605.73
Vietnam, 24883, 444.35
Angola, 39250, 1003.87
Trinidad & Tobago, 10069, 744.38
Serbia, 34122, 1846.35
Australia, 16308, 714.47
Argentina, 21935, 1744.10
Dominica, 37587, 1346.29
Indonesia, 38160, 105.22
Eswatini, 674, 1469.62
Ukraine, 4793, 135.62
Barbados, 42539, 89.49
Bhutan, 27706, 1462.24
Madagascar, 21605, 1773.08
Bahamas, 36873, 1434.90
Germany, 22450, 769.59
Iraq, 37028, 485.95
Gambia, 730, 334.48
San Marino, 16362, 970.24
Georgia, 15667, 1333.74
Kosovo, 45699, 742.47
Bulgaria, 16620, 492.80
Marshall Islands, 37758, 1752.51
Bulgaria, 2890, 1196.73
Australia, 7882, 837.93
China, 30408, 1061.01
Taiwan, 4555, 1536.15
Guatemala, 27521, 1626.23
Canada, 17216, 813.89
Chile, 21306, 526.67
Benin, 15457, 222.58
Costa Rica, 22219, 1002.55
Guatemala, 47057, 1262.82
Canada, 34456, 1793.60
Congo, 49809, 870.89
Germany, 10479, 383.63
Chile, 24688, 1127.83
Kuwait, 15221, 1465.65
Georgia, 42721, 694.47
Chile, 16871, 489.25
Bulgaria, 10158, 1357.79
Argentina, 44285, 1318.38
Guatemala, 45740, 680.31
Azerbaijan, 30832, 1308.16
Eswatini, 28663, 31.91
Liberia, 7858, 102.81
Ethiopia, 22942, 1053.02
Taiwan, 8572, 1599.98
Albania, 15679, 1535.90
Myanmar, 14108, 1004.08
Kosovo, 33757, 263.26
Slovenia, 41463, 1893.86
Bulgaria, 23992, 600.62
Israel, 49067, 1458.39
Albania, 24973, 415.81
Afghanistan, 29977, 180.04
Vietnam, 29019, 441.72
Afghanistan, 16712, 1795.11
Angola, 29575, 826.78
Bahrain, 16458, 1820.21
Colombia, 44221, 247.05
Guatemala, 20427, 1078.07
Bhutan, 46288, 408.69
Ukraine, 5839, 1185.88
Nepal, 20854, 1676.80
India, 26620, 1114.27
San Marino, 36903, 724.27
Aruba, 16830, 1493.48
Mongolia, 35162, 1957.05
Angola, 29416, 122.05
Ukraine, 45671, 795.24
Cuba, 32786, 1673.77
Bahamas, 17334, 19.07
China, 6252, 1304.18
Antigua & Deps, 14593, 630.33
Indonesia, 45317, 711.79
Israel, 34483, 187.88
Slovenia, 1835, 1610.75
Slovakia, 18745, 1197.25
Chile, 43180, 1770.26
Algeria, 43347, 973.27
Oman, 13340, 531.24
Nepal, 6315, 1070.45
Denmark, 7502, 1966.48
Serbia, 11226, 620.91
Eswatini, 22331, 537.45
Liberia, 7959, 1912.80
Argentina, 44856, 1437.09
Benin, 33712, 840.22
Kosovo, 27641, 1206.60
Iraq, 21892, 968.13
Argentina, 37775, 1747.10
Colombia, 31499, 1890.61
Australia, 34640, 280.68
Bhutan, 17439, 1314.70
Nicaragua, 18484, 1552.43
Armenia, 15240, 259.22
Moldova, 8213, 52.11
Guatemala, 13931, 550.36
Antigua & Deps, 37968, 1709.27
Eswatini, 40332, 617.09
Djibouti, 30418, 1162.26
Barbados, 15617, 339.58
Dominica, 19552, 264.75
Denmark, 18693, 1532.12
Uruguay, 11533, 925.17
Costa Rica, 13579, 1789.52
Costa Rica, 21591, 1689.38
Georgia, 16055, 260.36
Benin, 40017, 477.12
Slovenia, 39531, 255.38
Aruba, 2070, 1807.17
Kosovo, 17186, 1983.38
Antigua & Deps, 20659, 226.85
Marshall Islands, 5161, 1890.55
Colombia, 6656, 1446.47
Vietnam, 30011, 1992.35
Ethiopia, 43287, 1600.69
Vanuatu, 13695, 1056.32
Slovenia, 12785, 707.19
Bhutan, 11158, 1058.37
Bahamas, 49717, 1208.70
Comoros, 46594, 269.48
Israel, 46936, 773.09
Bahamas, 3719, 1600.78
Slovenia, 12679, 1297.04
Liberia, 12092, 1328.07
Uruguay, 44323, 292.17
Taiwan, 34917, 1125.67
Nepal, 13863, 1072.06
Cuba, 5563, 1452.63
Djibouti, 21944, 1659.19
Moldova, 40169, 1414.93
Azerbaijan, 29331, 1709.40
Chile, 42270, 978.04
France, 46242, 275.58
Angola, 2265, 247.51
Nicaragua, 41300, 1087.46
Afghanistan, 45639, 939.60
Bahrain, 32210, 532.61
Vietnam, 21335, 739.94
Spain, 35008, 1267.11
San Marino, 17430, 344.80
Indonesia, 31672, 717.62
Algeria, 2039, 647.79
Dominica, 47419, 494.83
Austria, 43249, 1678.65
Israel, 10917, 1684.44
